0.063s	14.61psia	21.88°C	0.832LPM	1.143mg/s	3.360g
169.147s	18.12psia	21.88°C	0.184LPM	0.314mg/s	3.421g

169.208s	18.14psia	21.87°C	0.184LPM	0.314mg/s	3.421g

169.269s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.421g

169.329s	18.12psia	21.87°C	0.185LPM	0.316mg/s	3.421g

169.390s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.421g

169.450s	18.15psia	21.87°C	0.184LPM	0.316mg/s	3.421g

169.510s	18.16psia	21.87°C	0.184LPM	0.316mg/s	3.421g

169.570s	18.15psia	21.87°C	0.184LPM	0.315mg/s	3.421g

169.631s	18.08psia	21.87°C	0.184LPM	0.315mg/s	3.421g

169.691s	18.09psia	21.87°C	0.184LPM	0.314mg/s	3.421g

169.752s	18.12psia	21.88°C	0.184LPM	0.316mg/s	3.421g

169.812s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.421g

169.872s	18.14psia	21.87°C	0.184LPM	0.315mg/s	3.421g

169.932s	18.14psia	21.87°C	0.184LPM	0.315mg/s	3.421g

169.993s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.421g

170.054s	18.14psia	21.87°C	0.184LPM	0.315mg/s	3.421g

170.114s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.421g

170.174s	18.16psia	21.87°C	0.184LPM	0.315mg/s	3.421g

170.234s	18.11psia	21.87°C	0.184LPM	0.314mg/s	3.421g

170.294s	18.11psia	21.87°C	0.184LPM	0.314mg/s	3.421g

170.354s	18.13psia	21.87°C	0.184LPM	0.314mg/s	3.421g

170.414s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.421g

170.475s	18.09psia	21.87°C	0.184LPM	0.315mg/s	3.421g

170.535s	18.14psia	21.87°C	0.184LPM	0.315mg/s	3.421g

170.595s	18.14psia	21.87°C	0.184LPM	0.314mg/s	3.421g

170.655s	18.15psia	21.87°C	0.184LPM	0.314mg/s	3.421g

170.715s	18.11psia	21.87°C	0.184LPM	0.314mg/s	3.421g

170.775s	18.14psia	21.87°C	0.184LPM	0.314mg/s	3.421g

170.835s	18.13psia	21.87°C	0.183LPM	0.313mg/s	3.421g

170.895s	18.11psia	21.87°C	0.184LPM	0.314mg/s	3.421g

170.956s	18.11psia	21.88°C	0.184LPM	0.314mg/s	3.421g

171.016s	18.13psia	21.87°C	0.184LPM	0.314mg/s	3.421g

171.076s	18.14psia	21.87°C	0.184LPM	0.314mg/s	3.421g

171.136s	18.10psia	21.87°C	0.183LPM	0.314mg/s	3.421g

171.196s	18.10psia	21.87°C	0.184LPM	0.314mg/s	3.421g

171.256s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.421g

171.316s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.421g

171.377s	18.12psia	21.87°C	0.183LPM	0.314mg/s	3.421g

171.437s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.421g

171.497s	18.13psia	21.87°C	0.183LPM	0.313mg/s	3.421g

171.557s	18.14psia	21.87°C	0.184LPM	0.314mg/s	3.421g

171.617s	18.13psia	21.87°C	0.185LPM	0.315mg/s	3.421g

171.677s	18.13psia	21.87°C	0.184LPM	0.314mg/s	3.421g

171.737s	18.15psia	21.87°C	0.184LPM	0.315mg/s	3.421g

171.797s	18.10psia	21.87°C	0.184LPM	0.315mg/s	3.421g

171.858s	18.13psia	21.87°C	0.184LPM	0.314mg/s	3.421g

171.918s	18.11psia	21.87°C	0.184LPM	0.313mg/s	3.421g

171.978s	18.15psia	21.87°C	0.184LPM	0.315mg/s	3.421g

172.038s	18.11psia	21.87°C	0.184LPM	0.314mg/s	3.421g

172.098s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.421g

172.159s	18.14psia	21.87°C	0.183LPM	0.314mg/s	3.421g

172.219s	18.14psia	21.87°C	0.184LPM	0.314mg/s	3.421g

172.289s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.422g

172.349s	18.09psia	21.87°C	0.184LPM	0.315mg/s	3.422g

172.409s	18.12psia	21.87°C	0.183LPM	0.314mg/s	3.422g

172.476s	18.16psia	21.87°C	0.184LPM	0.314mg/s	3.422g

172.536s	18.12psia	21.87°C	0.183LPM	0.313mg/s	3.422g

172.596s	18.11psia	21.88°C	0.183LPM	0.313mg/s	3.422g

172.658s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.422g

172.719s	18.13psia	21.87°C	0.183LPM	0.313mg/s	3.422g

172.779s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.422g

172.839s	18.14psia	21.87°C	0.183LPM	0.313mg/s	3.422g

172.899s	18.13psia	21.87°C	0.183LPM	0.314mg/s	3.422g

172.960s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.422g

173.020s	18.11psia	21.87°C	0.184LPM	0.314mg/s	3.422g

173.080s	18.12psia	21.87°C	0.183LPM	0.313mg/s	3.422g

173.141s	18.16psia	21.87°C	0.184LPM	0.315mg/s	3.422g

173.201s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.422g

173.262s	18.14psia	21.87°C	0.183LPM	0.313mg/s	3.422g

173.322s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.422g

173.382s	18.13psia	21.87°C	0.184LPM	0.314mg/s	3.422g

173.442s	18.12psia	21.87°C	0.184LPM	0.313mg/s	3.422g

173.502s	18.15psia	21.86°C	0.184LPM	0.315mg/s	3.422g

173.563s	18.12psia	21.87°C	0.183LPM	0.312mg/s	3.422g

173.623s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.422g

173.683s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.422g

173.743s	18.16psia	21.87°C	0.184LPM	0.315mg/s	3.422g

173.803s	18.11psia	21.87°C	0.185LPM	0.316mg/s	3.422g

173.863s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.422g

173.924s	18.11psia	21.88°C	0.184LPM	0.315mg/s	3.422g

173.984s	18.10psia	21.87°C	0.185LPM	0.315mg/s	3.422g

174.044s	18.14psia	21.87°C	0.184LPM	0.315mg/s	3.422g

174.104s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.422g

174.164s	18.14psia	21.87°C	0.184LPM	0.314mg/s	3.422g

174.224s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.422g

174.284s	18.12psia	21.87°C	0.185LPM	0.315mg/s	3.422g

174.344s	18.09psia	21.88°C	0.184LPM	0.314mg/s	3.422g

174.405s	18.15psia	21.87°C	0.184LPM	0.315mg/s	3.422g

174.465s	18.07psia	21.87°C	0.184LPM	0.315mg/s	3.422g

174.525s	18.09psia	21.87°C	0.184LPM	0.315mg/s	3.422g

174.585s	18.12psia	21.87°C	0.184LPM	0.316mg/s	3.422g

174.645s	18.12psia	21.87°C	0.183LPM	0.314mg/s	3.422g

174.706s	18.14psia	21.87°C	0.183LPM	0.314mg/s	3.422g

174.766s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.422g

174.826s	18.16psia	21.87°C	0.183LPM	0.313mg/s	3.422g

174.887s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.422g

174.947s	18.12psia	21.88°C	0.183LPM	0.313mg/s	3.422g

175.007s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.422g

175.067s	18.13psia	21.87°C	0.184LPM	0.314mg/s	3.422g

175.127s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.422g

175.188s	18.12psia	21.87°C	0.185LPM	0.316mg/s	3.422g

175.248s	18.15psia	21.87°C	0.184LPM	0.315mg/s	3.422g

175.308s	18.08psia	21.87°C	0.184LPM	0.314mg/s	3.422g

175.368s	18.12psia	21.88°C	0.184LPM	0.315mg/s	3.422g

175.428s	18.13psia	21.88°C	0.184LPM	0.314mg/s	3.423g

175.488s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.423g

175.548s	18.13psia	21.87°C	0.184LPM	0.314mg/s	3.423g

175.609s	18.11psia	21.88°C	0.184LPM	0.315mg/s	3.423g

175.669s	18.14psia	21.87°C	0.183LPM	0.314mg/s	3.423g

175.729s	18.13psia	21.87°C	0.184LPM	0.314mg/s	3.423g

175.789s	18.15psia	21.87°C	0.184LPM	0.315mg/s	3.423g

175.849s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.423g

175.909s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.423g

175.970s	18.10psia	21.87°C	0.184LPM	0.314mg/s	3.423g

176.030s	18.10psia	21.87°C	0.184LPM	0.314mg/s	3.423g

176.090s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.423g

176.150s	18.13psia	21.87°C	0.183LPM	0.313mg/s	3.423g

176.211s	18.14psia	21.87°C	0.184LPM	0.315mg/s	3.423g

176.271s	18.11psia	21.88°C	0.184LPM	0.314mg/s	3.423g

176.331s	18.14psia	21.87°C	0.184LPM	0.314mg/s	3.423g

176.401s	18.15psia	21.86°C	0.184LPM	0.315mg/s	3.423g

176.461s	18.14psia	21.87°C	0.184LPM	0.315mg/s	3.423g

176.521s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.423g

176.588s	18.16psia	21.87°C	0.185LPM	0.316mg/s	3.423g

176.648s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.423g

176.708s	18.09psia	21.87°C	0.184LPM	0.315mg/s	3.423g

176.768s	18.14psia	21.87°C	0.184LPM	0.315mg/s	3.423g

176.829s	18.14psia	21.87°C	0.184LPM	0.314mg/s	3.423g

176.889s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.423g

176.949s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.423g

177.010s	18.12psia	21.87°C	0.183LPM	0.314mg/s	3.423g

177.070s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.423g

177.130s	18.11psia	21.87°C	0.184LPM	0.314mg/s	3.423g

177.190s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.423g

177.250s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.423g

177.311s	18.15psia	21.87°C	0.183LPM	0.313mg/s	3.423g

177.371s	18.16psia	21.87°C	0.184LPM	0.314mg/s	3.423g

177.431s	18.11psia	21.87°C	0.184LPM	0.315mg/s	3.423g

177.491s	18.14psia	21.87°C	0.184LPM	0.314mg/s	3.423g

177.552s	18.11psia	21.87°C	0.183LPM	0.313mg/s	3.423g

177.612s	18.11psia	21.87°C	0.184LPM	0.314mg/s	3.423g

177.672s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.423g

177.733s	18.08psia	21.87°C	0.184LPM	0.314mg/s	3.423g

177.793s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.423g

177.853s	18.13psia	21.87°C	0.184LPM	0.314mg/s	3.423g

177.913s	18.11psia	21.87°C	0.184LPM	0.314mg/s	3.423g

177.973s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.423g

178.034s	18.08psia	21.87°C	0.184LPM	0.315mg/s	3.423g

178.094s	18.08psia	21.87°C	0.185LPM	0.315mg/s	3.423g

178.154s	18.14psia	21.87°C	0.184LPM	0.315mg/s	3.423g

178.214s	18.13psia	21.87°C	0.184LPM	0.314mg/s	3.423g

178.274s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.423g

178.334s	18.15psia	21.87°C	0.185LPM	0.316mg/s	3.424g

178.394s	18.14psia	21.87°C	0.184LPM	0.315mg/s	3.424g

178.454s	18.13psia	21.87°C	0.185LPM	0.316mg/s	3.424g

178.515s	18.14psia	21.87°C	0.185LPM	0.316mg/s	3.424g

178.576s	18.09psia	21.88°C	0.185LPM	0.316mg/s	3.424g

178.636s	18.11psia	21.87°C	0.185LPM	0.315mg/s	3.424g

178.696s	18.12psia	21.87°C	0.185LPM	0.316mg/s	3.424g

178.756s	18.14psia	21.87°C	0.184LPM	0.316mg/s	3.424g

178.816s	18.09psia	21.87°C	0.184LPM	0.315mg/s	3.424g

178.877s	18.13psia	21.87°C	0.184LPM	0.314mg/s	3.424g

178.938s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.424g

178.998s	18.12psia	21.88°C	0.184LPM	0.314mg/s	3.424g

179.058s	18.13psia	21.88°C	0.184LPM	0.314mg/s	3.424g

179.118s	18.09psia	21.87°C	0.185LPM	0.315mg/s	3.424g

179.179s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.424g

179.239s	18.10psia	21.87°C	0.184LPM	0.314mg/s	3.424g

179.299s	18.14psia	21.87°C	0.184LPM	0.315mg/s	3.424g

179.360s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.424g

179.420s	18.08psia	21.87°C	0.184LPM	0.313mg/s	3.424g

179.480s	18.14psia	21.87°C	0.183LPM	0.314mg/s	3.424g

179.540s	18.12psia	21.87°C	0.183LPM	0.314mg/s	3.424g

179.600s	18.16psia	21.87°C	0.184LPM	0.314mg/s	3.424g

179.660s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.424g

179.720s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.424g

179.781s	18.11psia	21.87°C	0.184LPM	0.314mg/s	3.424g

179.841s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.424g

179.901s	18.13psia	21.87°C	0.183LPM	0.314mg/s	3.424g

179.961s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.424g

180.021s	18.10psia	21.87°C	0.184LPM	0.315mg/s	3.424g

180.081s	18.13psia	21.87°C	0.185LPM	0.316mg/s	3.424g

180.141s	18.11psia	21.87°C	0.184LPM	0.315mg/s	3.424g

180.202s	18.11psia	21.87°C	0.184LPM	0.314mg/s	3.424g

180.262s	18.14psia	21.87°C	0.184LPM	0.315mg/s	3.424g

180.322s	18.14psia	21.87°C	0.184LPM	0.315mg/s	3.424g

180.382s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.424g

180.442s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.424g

180.511s	18.12psia	21.86°C	0.184LPM	0.316mg/s	3.424g

180.572s	18.14psia	21.87°C	0.184LPM	0.314mg/s	3.424g

180.632s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.424g

180.699s	18.11psia	21.87°C	0.184LPM	0.315mg/s	3.424g

180.759s	18.11psia	21.88°C	0.184LPM	0.314mg/s	3.424g

180.819s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.424g

180.879s	18.13psia	21.87°C	0.185LPM	0.316mg/s	3.424g

180.940s	18.15psia	21.87°C	0.184LPM	0.314mg/s	3.424g

181.000s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.424g

181.060s	18.10psia	21.87°C	0.184LPM	0.315mg/s	3.424g

181.120s	18.11psia	21.87°C	0.184LPM	0.315mg/s	3.424g

181.180s	18.16psia	21.87°C	0.185LPM	0.316mg/s	3.424g

181.240s	18.12psia	21.87°C	0.184LPM	0.316mg/s	3.424g

181.300s	18.13psia	21.87°C	0.184LPM	0.314mg/s	3.424g

181.361s	18.13psia	21.87°C	0.185LPM	0.316mg/s	3.424g

181.421s	18.14psia	21.87°C	0.184LPM	0.315mg/s	3.424g

181.481s	18.12psia	21.87°C	0.185LPM	0.316mg/s	3.425g

181.541s	18.11psia	21.87°C	0.185LPM	0.316mg/s	3.425g

181.601s	18.11psia	21.87°C	0.184LPM	0.314mg/s	3.425g

181.661s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.425g

181.722s	18.11psia	21.87°C	0.184LPM	0.314mg/s	3.425g

181.782s	18.11psia	21.87°C	0.184LPM	0.315mg/s	3.425g

181.842s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.425g

181.902s	18.15psia	21.87°C	0.184LPM	0.315mg/s	3.425g

181.962s	18.11psia	21.87°C	0.184LPM	0.315mg/s	3.425g

182.022s	18.13psia	21.87°C	0.184LPM	0.314mg/s	3.425g

182.083s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.425g

182.144s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.425g

182.204s	18.12psia	21.87°C	0.185LPM	0.316mg/s	3.425g

182.264s	18.06psia	21.87°C	0.185LPM	0.315mg/s	3.425g

182.324s	18.12psia	21.88°C	0.184LPM	0.315mg/s	3.425g

182.384s	18.12psia	21.87°C	0.185LPM	0.315mg/s	3.425g

182.444s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.425g

182.505s	18.13psia	21.87°C	0.184LPM	0.314mg/s	3.425g

182.565s	18.11psia	21.88°C	0.184LPM	0.314mg/s	3.425g

182.626s	18.12psia	21.87°C	0.184LPM	0.316mg/s	3.425g

182.686s	18.11psia	21.87°C	0.184LPM	0.314mg/s	3.425g

182.747s	18.11psia	21.87°C	0.184LPM	0.314mg/s	3.425g

182.807s	18.11psia	21.87°C	0.184LPM	0.315mg/s	3.425g

182.867s	18.14psia	21.87°C	0.185LPM	0.316mg/s	3.425g

182.927s	18.13psia	21.87°C	0.185LPM	0.316mg/s	3.425g

182.988s	18.09psia	21.87°C	0.185LPM	0.315mg/s	3.425g

183.049s	18.11psia	21.87°C	0.184LPM	0.314mg/s	3.425g

183.109s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.425g

183.169s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.425g

183.230s	18.15psia	21.87°C	0.184LPM	0.314mg/s	3.425g

183.290s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.425g

183.350s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.425g

183.411s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.425g

183.471s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.425g

183.531s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.425g

183.591s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.425g

183.651s	18.11psia	21.87°C	0.185LPM	0.315mg/s	3.425g

183.711s	18.14psia	21.87°C	0.184LPM	0.316mg/s	3.425g

183.771s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.425g

183.831s	18.08psia	21.87°C	0.184LPM	0.314mg/s	3.425g

183.892s	18.16psia	21.87°C	0.184LPM	0.315mg/s	3.425g

183.952s	18.08psia	21.87°C	0.184LPM	0.314mg/s	3.425g

184.012s	18.15psia	21.87°C	0.184LPM	0.316mg/s	3.425g

184.072s	18.14psia	21.87°C	0.184LPM	0.314mg/s	3.425g

184.132s	18.12psia	21.87°C	0.183LPM	0.313mg/s	3.425g

184.192s	18.12psia	21.88°C	0.184LPM	0.315mg/s	3.425g

184.253s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.425g

184.313s	18.13psia	21.87°C	0.185LPM	0.316mg/s	3.425g

184.373s	18.12psia	21.87°C	0.184LPM	0.316mg/s	3.425g

184.433s	18.11psia	21.87°C	0.185LPM	0.316mg/s	3.425g

184.493s	18.10psia	21.87°C	0.185LPM	0.317mg/s	3.425g

184.553s	18.13psia	21.87°C	0.185LPM	0.316mg/s	3.425g

184.622s	18.14psia	21.86°C	0.185LPM	0.316mg/s	3.425g

184.683s	18.13psia	21.87°C	0.185LPM	0.316mg/s	3.425g

184.743s	18.09psia	21.87°C	0.184LPM	0.315mg/s	3.425g

184.810s	18.12psia	21.87°C	0.185LPM	0.316mg/s	3.425g

184.870s	18.12psia	21.87°C	0.185LPM	0.317mg/s	3.425g

184.930s	18.12psia	21.87°C	0.185LPM	0.317mg/s	3.425g

184.990s	18.13psia	21.87°C	0.185LPM	0.316mg/s	3.425g

185.050s	18.14psia	21.87°C	0.184LPM	0.315mg/s	3.425g

185.111s	18.12psia	21.87°C	0.184LPM	0.316mg/s	3.426g

185.171s	18.12psia	21.87°C	0.185LPM	0.315mg/s	3.426g

185.232s	18.12psia	21.88°C	0.184LPM	0.314mg/s	3.426g

185.293s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.426g

185.353s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.426g

185.414s	18.14psia	21.87°C	0.184LPM	0.314mg/s	3.426g

185.474s	18.12psia	21.87°C	0.185LPM	0.316mg/s	3.426g

185.535s	18.14psia	21.87°C	0.184LPM	0.315mg/s	3.426g

185.595s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.426g

185.655s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.426g

185.717s	18.11psia	21.87°C	0.184LPM	0.316mg/s	3.426g

185.777s	18.14psia	21.87°C	0.185LPM	0.315mg/s	3.426g

185.838s	18.12psia	21.87°C	0.185LPM	0.317mg/s	3.426g

185.898s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.426g

185.958s	18.14psia	21.87°C	0.184LPM	0.316mg/s	3.426g

186.018s	18.09psia	21.87°C	0.184LPM	0.315mg/s	3.426g

186.078s	18.10psia	21.87°C	0.185LPM	0.316mg/s	3.426g

186.138s	18.09psia	21.87°C	0.184LPM	0.314mg/s	3.426g

186.198s	18.13psia	21.87°C	0.185LPM	0.317mg/s	3.426g

186.259s	18.16psia	21.87°C	0.185LPM	0.316mg/s	3.426g

186.319s	18.12psia	21.87°C	0.185LPM	0.316mg/s	3.426g

186.379s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.426g

186.439s	18.11psia	21.87°C	0.184LPM	0.315mg/s	3.426g

186.499s	18.11psia	21.87°C	0.185LPM	0.316mg/s	3.426g

186.559s	18.13psia	21.88°C	0.185LPM	0.316mg/s	3.426g

186.619s	18.14psia	21.86°C	0.185LPM	0.316mg/s	3.426g

186.680s	18.14psia	21.87°C	0.184LPM	0.314mg/s	3.426g

186.740s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.426g

186.800s	18.12psia	21.87°C	0.185LPM	0.315mg/s	3.426g

186.860s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.426g

186.920s	18.11psia	21.87°C	0.185LPM	0.316mg/s	3.426g

186.980s	18.14psia	21.87°C	0.184LPM	0.314mg/s	3.426g

187.040s	18.12psia	21.87°C	0.185LPM	0.316mg/s	3.426g

187.100s	18.11psia	21.87°C	0.184LPM	0.315mg/s	3.426g

187.161s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.426g

187.221s	18.15psia	21.87°C	0.185LPM	0.316mg/s	3.426g

187.281s	18.12psia	21.87°C	0.185LPM	0.316mg/s	3.426g

187.341s	18.13psia	21.87°C	0.185LPM	0.317mg/s	3.426g

187.401s	18.12psia	21.87°C	0.186LPM	0.317mg/s	3.426g

187.461s	18.14psia	21.87°C	0.184LPM	0.315mg/s	3.426g

187.522s	18.08psia	21.87°C	0.184LPM	0.315mg/s	3.426g

187.582s	18.08psia	21.87°C	0.185LPM	0.315mg/s	3.426g

187.642s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.426g

187.702s	18.13psia	21.87°C	0.185LPM	0.316mg/s	3.426g

187.762s	18.11psia	21.88°C	0.185LPM	0.316mg/s	3.426g

187.822s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.426g

187.882s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.426g

187.943s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.426g

188.003s	18.08psia	21.87°C	0.185LPM	0.316mg/s	3.426g

188.063s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.426g

188.123s	18.12psia	21.87°C	0.185LPM	0.316mg/s	3.426g

188.184s	18.07psia	21.87°C	0.185LPM	0.315mg/s	3.426g

188.244s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.426g

188.304s	18.11psia	21.87°C	0.185LPM	0.315mg/s	3.427g

188.365s	18.12psia	21.87°C	0.185LPM	0.315mg/s	3.427g

188.425s	18.13psia	21.87°C	0.185LPM	0.316mg/s	3.427g

188.485s	18.10psia	21.87°C	0.184LPM	0.315mg/s	3.427g

188.545s	18.10psia	21.87°C	0.184LPM	0.314mg/s	3.427g

188.605s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.427g

188.666s	18.11psia	21.88°C	0.184LPM	0.314mg/s	3.427g

188.735s	18.14psia	21.87°C	0.184LPM	0.315mg/s	3.427g

188.795s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.427g

188.855s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.427g

188.923s	18.12psia	21.87°C	0.185LPM	0.316mg/s	3.427g

188.983s	18.12psia	21.87°C	0.185LPM	0.315mg/s	3.427g

189.043s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.427g

189.103s	18.10psia	21.87°C	0.185LPM	0.316mg/s	3.427g

189.164s	18.14psia	21.87°C	0.185LPM	0.316mg/s	3.427g

189.224s	18.14psia	21.87°C	0.184LPM	0.314mg/s	3.427g

189.284s	18.11psia	21.87°C	0.185LPM	0.317mg/s	3.427g

189.345s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.427g

189.405s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.427g

189.466s	18.12psia	21.87°C	0.185LPM	0.316mg/s	3.427g

189.526s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.427g

189.587s	18.08psia	21.87°C	0.184LPM	0.314mg/s	3.427g

189.647s	18.11psia	21.87°C	0.184LPM	0.315mg/s	3.427g

189.707s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.427g

189.768s	18.13psia	21.87°C	0.184LPM	0.314mg/s	3.427g

189.828s	18.11psia	21.88°C	0.185LPM	0.316mg/s	3.427g

189.888s	18.12psia	21.87°C	0.185LPM	0.316mg/s	3.427g

189.949s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.427g

190.010s	18.13psia	21.87°C	0.184LPM	0.314mg/s	3.427g

190.070s	18.14psia	21.87°C	0.184LPM	0.315mg/s	3.427g

190.130s	18.13psia	21.87°C	0.185LPM	0.317mg/s	3.427g

190.190s	18.14psia	21.87°C	0.184LPM	0.314mg/s	3.427g

190.251s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.427g

190.310s	18.11psia	21.87°C	0.184LPM	0.315mg/s	3.427g

190.371s	18.14psia	21.87°C	0.184LPM	0.315mg/s	3.427g

190.431s	18.14psia	21.87°C	0.184LPM	0.315mg/s	3.427g

190.491s	18.14psia	21.87°C	0.185LPM	0.316mg/s	3.427g

190.551s	18.11psia	21.87°C	0.184LPM	0.315mg/s	3.427g

190.611s	18.11psia	21.87°C	0.184LPM	0.315mg/s	3.427g

190.672s	18.09psia	21.88°C	0.184LPM	0.314mg/s	3.427g

190.732s	18.14psia	21.87°C	0.184LPM	0.315mg/s	3.427g

190.792s	18.13psia	21.87°C	0.184LPM	0.315mg/s	3.427g

190.853s	18.11psia	21.87°C	0.184LPM	0.314mg/s	3.427g

190.913s	18.09psia	21.87°C	0.184LPM	0.314mg/s	3.427g

190.973s	18.11psia	21.87°C	0.184LPM	0.314mg/s	3.427g

191.033s	18.11psia	21.87°C	0.184LPM	0.315mg/s	3.427g

191.094s	18.12psia	21.87°C	0.184LPM	0.315mg/s	3.427g

191.154s	18.12psia	21.87°C	0.184LPM	0.314mg/s	3.428g

191.214s	18.09psia	21.87°C	0.185LPM	0.316mg/s	3.428g

191.274s	18.11psia	21.87°C	0.185LPM	0.315mg/s	3.428g

